Ngành,Cá nhân Khớp Ròng,Tổ chức trong nước Khớp Ròng,Tự doanh Khớp Ròng,Nước ngoài Khớp Ròng,Cá nhân Thỏa thuận Ròng,Tổ chức trong nước Thỏa thuận Ròng,Tự doanh Thỏa thuận Ròng,Nước ngoài Thỏa thuận Ròng,Cá nhân Tổng GT Ròng,Tổ chức trong nước Tổng GT Ròng,Tự doanh Tổng GT Ròng,Nước ngoài Tổng GT Ròng
Bất động sản L2,133946357339.0,-291369200.0,-45482160000.0,-88172828140.0,0.0,500.0,-27959785000.0,27959784500.0,133946357339.0,-291368700.0,-73441945000.0,-60213043640.0
Bán lẻ L2,60270580902.0,-124775000.0,5853090000.0,-65998895900.0,30336494000.0,-30336494000.0,0.0,0.0,90607074902.0,-30461269000.0,5853090000.0,-65998895900.0
Thực phẩm và đồ uống L2,37112289800.0,324476000.0,6873840000.0,-44310605800.0,64686600000.0,-64686600000.0,-41456250000.0,41456250000.0,101798889799.0,-64362124000.0,-34582410000.0,-2854355800.0
Hàng & Dịch vụ Công nghiệp L2,29468206600.0,-12150648000.0,-2955245000.0,-14362313600.0,0.0,0.0,0.0,0.0,29468206600.0,-12150648000.0,-2955245000.0,-14362313600.0
Dầu khí L2,29252043049.0,-1018195000.0,205470000.0,-28439318050.0,0.0,400.0,-22076032000.0,22076031600.0,29252043049.0,-1018194600.0,-21870562000.0,-6363286450.0
Hóa chất L2,26681391319.0,931444000.0,5191934000.0,-32804769320.0,0.0,0.0,0.0,0.0,26681391319.0,931444000.0,5191934000.0,-32804769320.0
Hàng cá nhân & Gia dụng L2,3844165560.0,-4476793000.0,0.0,632627440.0,0.0,0.0,0.0,0.0,3844165560.0,-4476793000.0,0.0,632627440.0
Y tế L2,1539668000.0,1073450000.0,0.0,-2613118000.0,0.0,0.0,0.0,0.0,1539668000.0,1073450000.0,0.0,-2613118000.0
Truyền thông L2,104801250.0,74065000.0,0.0,-178866250.0,0.0,0.0,0.0,0.0,104801250.0,74065000.0,0.0,-178866250.0
Du lịch và Giải trí L2,68678701.0,245900000.0,2204260000.0,-2518838700.0,0.0,0.0,0.0,0.0,68678701.0,245900000.0,2204260000.0,-2518838700.0
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ô tô và phụ tùng L2,-282610000.0,-51950000.0,135250000.0,199310000.0,0.0,0.0,0.0,0.0,-282610000.0,-51950000.0,135250000.0,199310000.0
"Điện, nước & xăng dầu khí đốt L2",-1530442899.0,2696882000.0,-1005365000.0,-161074100.0,-68175000000.0,0.0,68175000000.0,0.0,-69705442899.0,2696882000.0,67169635000.0,-161074100.0
Công nghệ Thông tin L2,-3046524899.0,-11172770000.0,16074204000.0,-1854909100.0,0.0,0.0,0.0,0.0,-3046524899.0,-11172770000.0,16074204000.0,-1854909100.0
Bảo hiểm L2,-11588907750.0,-2035525200.0,-585650000.0,14210082950.0,0.0,0.0,0.0,0.0,-11588907750.0,-2035525200.0,-585650000.0,14210082950.0
Dịch vụ tài chính L2,-20547199249.0,-90171693000.0,127218748000.0,-16499855750.0,1680000000.0,-16702960000.0,20735980000.0,-5713020000.0,-18867199249.0,-106874653000.0,147954728000.0,-22212875750.0
Xây dựng và Vật liệu L2,-21810545268.0,452350000.0,-2991730000.0,24349925270.0,0.0,0.0,0.0,0.0,-21810545268.0,452350000.0,-2991730000.0,24349925270.0
Tài nguyên Cơ bản L2,-67276403951.0,-49400571000.0,20732995000.0,95943979950.0,605748000.0,-605748000.0,0.0,0.0,-66670655951.0,-50006319000.0,20732995000.0,95943979950.0
Ngân hàng L2,-470809926100.0,126480604450.0,112472582000.0,231856739650.0,-2216000000.0,296166500000.0,-293950500000.0,0.0,-473025926100.0,422647104450.0,-181477918000.0,231856739650.0
,,,,,,,,,,,,
