Ngành,Cá nhân Khớp Ròng,Tổ chức trong nước Khớp Ròng,Tự doanh Khớp Ròng,Nước ngoài Khớp Ròng,Cá nhân Thỏa thuận Ròng,Tổ chức trong nước Thỏa thuận Ròng,Tự doanh Thỏa thuận Ròng,Nước ngoài Thỏa thuận Ròng,Cá nhân Tổng GT Ròng,Tổ chức trong nước Tổng GT Ròng,Tự doanh Tổng GT Ròng,Nước ngoài Tổng GT Ròng
Ngân hàng L2,207637106002.0,-96927770700.0,39469455000.0,-150178790300.0,29936116410.0,-23262825410.0,-8833132000.0,2159841000.0,237573222410.0,-120190596110.0,30636323000.0,-148018949300.0
Dịch vụ tài chính L2,81468316740.0,-25511704399.0,2696656000.0,-58653268340.0,340377520.0,-2636499520.0,2296122000.0,0.0,81808694260.0,-28148203919.0,4992778000.0,-58653268340.0
Thực phẩm và đồ uống L2,42145330852.0,22476654000.0,-2221150000.0,-62400834850.0,0.0,0.0,0.0,0.0,42145330851.0,22476654000.0,-2221150000.0,-62400834850.0
Bất động sản L2,41369890851.0,11497535000.0,-7934520000.0,-44932905850.0,13600000000.0,0.0,-13600000000.0,0.0,54969890851.0,11497535000.0,-21534520000.0,-44932905850.0
Tài nguyên Cơ bản L2,32457690198.0,12743915000.0,-5219880000.0,-39981725200.0,13143404650.0,-13142499650.0,-905000.0,0.0,45601094849.0,-398584650.0,-5220785000.0,-39981725200.0
Công nghệ Thông tin L2,19039521600.0,-26613390000.0,-692820000.0,8266688400.0,138000.0,0.0,-138000.0,0.0,19039659600.0,-26613390000.0,-692958000.0,8266688400.0
"Điện, nước & xăng dầu khí đốt L2",17195193901.0,-8605800000.0,752335000.0,-9341728900.0,0.0,11000.0,-11000.0,0.0,17195193901.0,-8605789000.0,752324000.0,-9341728900.0
Hàng & Dịch vụ Công nghiệp L2,13553067150.0,3994633450.0,596645000.0,-18144345599.0,380000000.0,-380000000.0,0.0,0.0,13933067150.0,3614633450.0,596645000.0,-18144345599.0
Bán lẻ L2,10384621700.0,16744060000.0,-3114150000.0,-24014531700.0,430950.0,50.0,-431000.0,0.0,10385052650.0,16744060050.0,-3114581000.0,-24014531700.0
Hóa chất L2,9064944850.0,7698015750.0,2326175000.0,-19089135600.0,0.0,0.0,0.0,0.0,9064944850.0,7698015750.0,2326175000.0,-19089135600.0
Du lịch và Giải trí L2,5230950000.0,3629805000.0,-4847450000.0,-4013305000.0,0.0,0.0,0.0,0.0,5230950000.0,3629805000.0,-4847450000.0,-4013305000.0
Truyền thông L2,3820988850.0,1503961150.0,475500000.0,-5800450000.0,0.0,0.0,0.0,0.0,3820988850.0,1503961150.0,475500000.0,-5800450000.0
Ô tô và phụ tùng L2,2756636000.0,789178000.0,0.0,-3545814000.0,0.0,0.0,0.0,0.0,2756636000.0,789178000.0,0.0,-3545814000.0
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bảo hiểm L2,-1310625000.0,7457825000.0,-1397330000.0,-4749870000.0,0.0,0.0,0.0,0.0,-1310625000.0,7457825000.0,-1397330000.0,-4749870000.0
Y tế L2,-4238985600.0,-1566996000.0,0.0,5805981600.0,0.0,0.0,0.0,0.0,-4238985600.0,-1566996000.0,0.0,5805981600.0
Hàng cá nhân & Gia dụng L2,-4348139999.0,9242455000.0,724480000.0,-5618795000.0,178600.0,400.0,-179000.0,0.0,-4347961399.0,9242455400.0,724301000.0,-5618795000.0
Xây dựng và Vật liệu L2,-6680347500.0,4012094000.0,6476015000.0,-3807761500.0,0.0,0.0,0.0,0.0,-6680347500.0,4012094000.0,6476015000.0,-3807761500.0
Dầu khí L2,-13921277650.0,16282080000.0,-141915000.0,-2218887350.0,0.0,0.0,0.0,0.0,-13921277650.0,16282080000.0,-141915000.0,-2218887350.0
,,,,,,,,,,,,
