Ngành,Cá nhân Khớp Ròng,Tổ chức trong nước Khớp Ròng,Tự doanh Khớp Ròng,Nước ngoài Khớp Ròng,Cá nhân Thỏa thuận Ròng,Tổ chức trong nước Thỏa thuận Ròng,Tự doanh Thỏa thuận Ròng,Nước ngoài Thỏa thuận Ròng,Cá nhân Tổng GT Ròng,Tổ chức trong nước Tổng GT Ròng,Tự doanh Tổng GT Ròng,Nước ngoài Tổng GT Ròng
Ngân hàng L2,319053380451.0,-189025612500.0,-17316425000.0,-112711342950.0,342692770380.0,31310157620.0,-374002928000.0,0.0,661746150832.0,-157715454880.0,-391319353000.0,-112711342950.0
Công nghệ Thông tin L2,275108602400.0,-45260122000.0,-2142170000.0,-227706310399.0,306406041900.0,100.0,-306406042000.0,0.0,581514644300.0,-45260121900.0,-308548212000.0,-227706310399.0
Bất động sản L2,69866007849.0,-47496892000.0,-35266965000.0,12897849150.0,-91665000000.0,91665000000.0,0.0,0.0,-21798992151.0,44168108000.0,-35266965000.0,12897849150.0
Dịch vụ tài chính L2,56831464400.0,-17235997940.0,-8941429000.0,-30654037460.0,473757760.0,-2811299760.0,2337542000.0,0.0,57305222160.0,-20047297700.0,-6603887000.0,-30654037460.0
Thực phẩm và đồ uống L2,37461438500.0,-57733105000.0,-27320320000.0,47591986500.0,0.0,0.0,0.0,0.0,37461438500.0,-57733105000.0,-27320320000.0,47591986500.0
Du lịch và Giải trí L2,23948142000.0,-7897765000.0,-4440430000.0,-11609947000.0,0.0,0.0,0.0,0.0,23948142000.0,-7897765000.0,-4440430000.0,-11609947000.0
Dầu khí L2,20523075002.0,-13333930000.0,-774940000.0,-6414205000.0,0.0,0.0,0.0,0.0,20523075002.0,-13333930000.0,-774940000.0,-6414205000.0
"Điện, nước & xăng dầu khí đốt L2",16558117601.0,-5787008000.0,-1608550000.0,-9162559600.0,0.0,22000.0,-22000.0,0.0,16558117600.0,-5786986000.0,-1608572000.0,-9162559600.0
Hóa chất L2,10383757382.0,-32321657000.0,-1537125000.0,23475024620.0,0.0,0.0,0.0,0.0,10383757382.0,-32321657000.0,-1537125000.0,23475024620.0
Ô tô và phụ tùng L2,7904368001.0,-1680585000.0,1576580000.0,-7800363000.0,0.0,0.0,0.0,0.0,7904368001.0,-1680585000.0,1576580000.0,-7800363000.0
Bán lẻ L2,2812708200.0,-63077056000.0,22184540000.0,38079807800.0,520460.0,-460.0,-520000.0,0.0,2813228660.0,-63077056460.0,22184020000.0,38079807800.0
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bảo hiểm L2,-4469457800.0,2017050000.0,-1581225000.0,4033632800.0,0.0,0.0,0.0,0.0,-4469457800.0,2017050000.0,-1581225000.0,4033632800.0
Y tế L2,-5430775099.0,-12160000.0,0.0,5442935100.0,0.0,0.0,0.0,0.0,-5430775099.0,-12160000.0,0.0,5442935100.0
Truyền thông L2,-10833394999.0,400575000.0,925000000.0,9507820000.0,0.0,0.0,0.0,0.0,-10833394999.0,400575000.0,925000000.0,9507820000.0
Hàng cá nhân & Gia dụng L2,-24187878000.0,16739950000.0,1009240000.0,6438688000.0,0.0,456000.0,-456000.0,0.0,-24187878000.0,16740406000.0,1008784000.0,6438688000.0
Hàng & Dịch vụ Công nghiệp L2,-24333508199.0,-17230435800.0,364125000.0,41199819000.0,0.0,0.0,0.0,0.0,-24333508199.0,-17230435800.0,364125000.0,41199819000.0
Tài nguyên Cơ bản L2,-38884744451.0,-27224400000.0,4359205000.0,61749939450.0,21158866400.0,-400.0,-21158866000.0,0.0,-17725878051.0,-27224400400.0,-16799661000.0,61749939450.0
Xây dựng và Vật liệu L2,-62700619000.0,-227499000.0,3971860000.0,58956258000.0,0.0,0.0,0.0,0.0,-62700619000.0,-227499000.0,3971860000.0,58956258000.0
,,,,,,,,,,,,
