Date	Price Open	Price Low	Price High	Price Close	Volume
1999-12-30	464.3244	464.3244	515.916	515.916	
					0
					0
					0
					0
2000-01-12	503.0181	503.0181	528.8139	528.8139	
2000-01-12	503.0181	503.0181	528.8139	528.8139	30043
					0
					0
2000-01-17	528.8139	528.8139	528.8139	528.8139	9691
2000-01-17	528.8139	528.8139	528.8139	528.8139	
					0
					0
					0
					0
					0
					0
					0
					0
2000-01-28	515.916	515.916	515.916	515.916	
2000-01-28	515.916	515.916	515.916	515.916	9691
					0
					0
2000-02-02	528.8139	528.8139	554.6097	554.6097	
2000-02-02	528.8139	528.8139	554.6097	554.6097	67840
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
2000-02-28	567.5076	567.5076	567.5076	567.5076	
2000-02-28	567.5076	567.5076	567.5076	567.5076	4845
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
2000-03-28	619.0992	619.0992	657.7929	657.7929	163786
2000-03-29	657.7929	657.7929	722.2824	722.2824	94007
2000-03-29	657.7929	657.7929	722.2824	722.2824	
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
2000-05-12	528.8139	515.916	528.8139	515.916	
2000-05-12	528.8139	515.916	528.8139	515.916	11629
					0
2000-05-16	515.916	515.916	515.916	515.916	
2000-05-16	515.916	515.916	515.916	515.916	1938
					0
					0
					0
					0
					0
2000-05-25	567.5076	528.8139	593.3034	528.8139	
2000-05-25	567.5076	528.8139	593.3034	528.8139	10660
					0
					0
					0
					0
					0
					0
2000-06-06	567.5076	567.5076	567.5076	567.5076	
2000-06-06	567.5076	567.5076	567.5076	567.5076	1938
					0
					0
2000-06-09	528.8139	515.916	528.8139	515.916	
2000-06-09	528.8139	515.916	528.8139	515.916	1938
					0
					0
2000-06-14	567.5076	567.5076	593.3034	593.3034	2907
2000-06-14	567.5076	567.5076	593.3034	593.3034	
					0
					0
					0
					0
					0
2000-06-23	606.2013	606.2013	606.2013	606.2013	
2000-06-23	606.2013	606.2013	606.2013	606.2013	1938
					0
					0
					0
					0
					0
					0
					0
					0
2000-07-06	619.0992	619.0992	631.9971	631.9971	
2000-07-06	619.0992	619.0992	631.9971	631.9971	8722
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
2000-08-23	518.49558	515.916	518.49558	515.916	
2000-08-23	518.49558	515.916	518.49558	515.916	9691
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
2000-09-07	541.7118	541.7118	616.51962	616.51962	6784
2000-09-07	541.7118	541.7118	616.51962	616.51962	
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
					0
2000-11-24	619.0992	477.2223	644.895	593.3034	
2000-11-24	619.0992	477.2223	644.895	593.3034	21321
					0
					0
					0
2000-11-30	464.3244	464.3244	464.3244	464.3244	
2000-11-30	464.3244	464.3244	464.3244	464.3244	969
					0
					0
					0
					0
					0
					0
2000-12-11	515.916	515.916	593.3034	593.3034	21321
